Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Chucky Brown,SuperSonics,49.43,276.16,13.18,1.82,4.07,44.69,1054
Jack Haley,SuperSonics,52.61,844.92,21.57,5.56,10.65,52.21,1855
Darrell Griffith,SuperSonics,55.91,1824.32,27.53,10.83,21.01,51.56,3208
Devin Durrant,SuperSonics,49.22,760.88,19.3,4.07,9.02,45.11,1892
Johnny Dawkins,SuperSonics,52.93,1127.0,19.68,8.9,17.37,51.25,3168
Chris Corchiani,SuperSonics,46.36,303.08,15.84,2.25,5.04,44.63,1159
Ralph Sampson,Grizzlies,53.22,2012.28,28.81,10.25,19.72,51.97,3452
Brad Sellers,Grizzlies,53.02,1266.48,18.43,6.27,12.19,51.47,3453
Dave Feitl,Grizzlies,49.7,254.52,27.03,2.36,4.9,48.17,490
Les Jepsen,Grizzlies,46.17,542.6,20.64,3.57,7.66,46.64,1244
Manute Bol,Grizzlies,43.39,931.16,17.14,3.91,9.14,42.78,2717
Orlando Woolridge,Grizzlies,49.63,789.8,20.02,4.04,8.19,49.33,1995
Broderick Reeves,Grizzlies,51.97,180.88,17.95,2.04,3.9,52.26,577
Marcus Liberty,Grizzlies,47.02,12.76,16.6,1.14,2.28,49.88,48
Reggie Williams,Grizzlies,46.47,236.72,11.19,1.15,2.71,42.57,1169
Keith Edmonson,Grizzlies,54.17,745.8,17.59,4.42,8.66,51.06,2321
Magic Johnson,Grizzlies,54.82,1643.48,21.69,11.36,19.96,56.9,4078
Ricky Pierce,Grizzlies,54.47,1310.8,18.98,6.31,12.06,52.33,3497
David Rivers,Grizzlies,51.83,89.72,25.96,2.76,6.29,43.82,189
