Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Jeff Webster,SuperSonics,45.66,399.72,15.93,2.34,5.39,43.39,1278
Chris Carr,SuperSonics,56.27,308.32,20.37,2.59,5.11,50.79,912
Jarrett Wedge,SuperSonics,52.48,1325.36,22.93,9.36,18.61,50.33,2912
Brooks Thompson,SuperSonics,49.73,488.68,18.67,3.81,8.59,44.38,1400
Dwayne Morton,SuperSonics,37.91,87.04,17.96,1.05,2.49,42.23,227
Olden Polynice,Grizzlies,44.01,126.12,15.28,3.27,7.24,45.24,398
Oliver Miller,Grizzlies,48.9,67.48,13.28,1.01,2.59,39.17,326
Tyrone Hill,Grizzlies,40.0,5.0,7.35,0.45,2.0,22.49,42
Randolph Keys,Grizzlies,52.64,279.28,17.84,5.41,11.11,48.71,755
Antonio McDyess,Grizzlies,46.72,1175.12,24.85,6.27,13.42,46.7,2220
Gary Trent,Grizzlies,46.54,695.12,16.08,3.78,8.62,43.83,2150
Mark Bryant,Grizzlies,56.38,93.12,22.96,5.82,10.13,57.49,197
Nate Driggers,Grizzlies,57.01,165.76,19.29,3.13,6.05,51.67,421
Shawn Respert,Grizzlies,49.6,452.64,15.71,2.59,5.31,48.75,1365
Doug Christie,Grizzlies,48.52,493.6,19.4,3.44,7.53,45.71,1319
Lafayette Lever,Grizzlies,49.02,998.52,16.49,6.45,12.73,50.7,2908
Anthony Taylor,Grizzlies,51.7,1297.0,31.97,11.26,24.19,46.54,2075
Rumeal Robinson,Grizzlies,48.82,95.24,23.49,2.66,5.18,51.33,205
Cory Alexander,Grizzlies,50.94,443.68,22.92,4.39,9.03,48.58,939
Duane Cooper,Grizzlies,45.36,59.52,23.61,2.99,6.69,44.71,113
